Pelosi,-0.019809728324504325,0.035681216171963945,-429.0,81.0,-174.0,255.0,", Election of the Speaker"
Passed,-0.02925330807625223,-0.005005507621699939,-163.0,339.0,88.0,251.0,"To establish the Daniel Webster Congressional Clerkship Program, On Motion to Suspend the Rules and Pass"
Passed,-0.030581604908014707,-0.01794791771286266,-75.0,415.0,170.0,245.0,"Capitol Police Administrative Technical Corrections Act of 2009, On Motion to Suspend the Rules and Pass"
Passed,-0.014045549298168229,0.032142576515202734,-338.0,32.0,-153.0,185.0,"Flake Resolution, On Motion to Table"
Passed,-0.017574667851795515,0.035381254062509,-403.0,55.0,-174.0,229.0,"Providing for consideration of the concurrent resolution (H.Con.Res. 85) setting forth the congressional budget for the United States Government for fiscal year 2010 and including the appropriate budgetary levels for fiscal years 2009 and 2011 through 2014, On Agreeing to the Resolution"
Passed,-0.017897186469741817,0.03480388297480117,-403.0,61.0,-171.0,232.0,"Providing for consideration of the bill (H.R. 1664) to amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards, On Agreeing to the Resolution"
Failed,-0.014058140024477892,0.0321276793032769,-339.0,27.0,-156.0,183.0,"End Government Reimbursement of Excessive Executive Disbursements (End GREED) Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030328642903833865,-0.018806373253367075,-71.0,417.0,173.0,244.0,"Honoring the lives, and mourning the loss, of Sergeant Mark Dunakin, Sergeant Ervin Romans, Sergeant Daniel Sakai, and Officer John Hege, members of the Oakland Police Department in California who were brutally slain in the line of duty, On Motion to Suspend the Rules and Agree"
Agreed to,0.0072773386745834286,-0.02992218167765051,278.0,36.0,157.0,-121.0,", On Agreeing to the Amendment"
Agreed to,-0.017305190261676737,0.03311446002795336,-382.0,60.0,-161.0,221.0,", On Agreeing to the Amendment"
Passed,-0.01844767465742512,0.03260100759510422,-382.0,76.0,-153.0,229.0,"To amend the executive compensation provisions of the Emergency Economic Stabilization Act of 2008 to prohibit unreasonable and excessive compensation and compensation not based on performance standards, On Passage"
Passed,-0.01809315887664315,0.034029349009705244,-387.0,67.0,-160.0,227.0,"Providing for the adjournment of the House and Senate, On Agreeing to the Resolution"
Passed,-0.018272484744964977,0.03616706059571939,-412.0,60.0,-176.0,236.0,"Providing for consideration of H. Con. Res. 85, On Agreeing to the Resolution"
Failed,0.019918860423063126,-0.02048853357426863,288.0,-142.0,73.0,-215.0,", On Agreeing to the Amendment"
Failed,0.0188656197941334,-0.030887828451018434,365.0,-87.0,139.0,-226.0,"Family Smoking Prevention and Tobacco Control Act, On Motion to Recommit with Instructions"
Passed,-0.02249624683190875,0.014402650366808758,-255.0,187.0,-34.0,221.0,"Family Smoking Prevention and Tobacco Control Act, On Passage"
Failed,0.014734357614174045,0.026582947529414563,-87.0,-265.0,-176.0,-89.0,", On Agreeing to the Amendment"
Failed,0.02535146386374687,-0.016831449721908177,298.0,-206.0,46.0,-252.0,", On Agreeing to the Amendment"
Failed,0.008842002457730562,0.02896681932552626,-142.0,-208.0,-175.0,-33.0,", On Agreeing to the Amendment"
Failed,0.022864920122097152,-0.025089724527899506,350.0,-152.0,99.0,-251.0,", On Agreeing to the Amendment"
Passed,-0.01617811353058823,0.036718241561972335,-389.0,37.0,-176.0,213.0,"Congressional Budget for Fiscal Year 2010, On Agreeing to the Resolution"
Passed,-0.02301052533213619,0.019321956589407573,-298.0,172.0,-63.0,235.0,"Crane Conservation Act of 2009, On Motion to Suspend the Rules and Pass"
Passed,-0.02305035239143634,0.019533340284171617,-302.0,172.0,-65.0,237.0,"Great Cats and Rare Canids Act of 2009, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027902513073872415,-0.004100677503225942,-157.0,319.0,81.0,238.0,"Lake Hodges Surface Water Improvement and Reclamation Act of 2009, On Motion to Suspend the Rules and Pass"
Passed,-0.031067918397224607,-0.018484370372573715,-77.0,423.0,173.0,250.0,"House Reservists Pay Adjustment Act, On Motion to Suspend the Rules and Pass"
Passed,-0.031075492706402648,-0.018373693553589775,-78.0,422.0,172.0,250.0,"Civil Rights History Project Act, On Motion to Suspend the Rules and Pass"
Failed,0.015443554149112072,-0.03607388745270814,377.0,-31.0,173.0,-204.0,"Congressional Budget for Fiscal Year 2010, On Motion to Instruct Conferees"
Passed,-0.030487339594478836,-0.016677690211830142,-87.0,405.0,159.0,246.0,"Green Energy Education Act, On Motion to Suspend the Rules and Pass"
Agreed to,-0.030555820520234464,-0.018860240317508548,-71.0,419.0,174.0,245.0,", On Agreeing to the Amendment"
Agreed to,-0.03073090960530094,-0.01797725114514971,-79.0,417.0,169.0,248.0,", On Agreeing to the Amendment"
Failed,0.015945836619171993,-0.03540664338651253,388.0,-38.0,175.0,-213.0,", On Agreeing to the Amendment"
Failed,0.020186647104073644,-0.03038563566393037,375.0,-105.0,135.0,-240.0,", On Agreeing to the Amendment"
Passed,-0.025109544869874285,-0.020815982752097527,-22.0,364.0,171.0,193.0,"National Water Research and Development Initiative Act of 2009, On Motion to Recommit with Instructions"
Passed,-0.03081726576033232,-0.015074361047376651,-99.0,403.0,152.0,251.0,"National Water Research and Development Initiative Act of 2009, On Passage"
Passed,-0.02695859668677513,0.0066736873796321705,-232.0,264.0,16.0,248.0,"COPS Improvements Act of 2009, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02875531008437836,-0.01784593692046054,-67.0,393.0,163.0,230.0,"Recognizing the anniversary of the tragic accident of the steamboat ship SS Sultana, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.026449603933684326,0.0003635573060536384,-181.0,283.0,51.0,232.0,"Pre-Disaster Mitigation Act of 2009, On Motion to Suspend the Rules and Pass"
Passed,-0.02906555467181869,-0.017780624161035867,-70.0,396.0,163.0,233.0,"Supporting the goals and ideals of National Volunteer Week, On Motion to Suspend the Rules and Agree"
Passed,-0.030896615813339634,-0.018884897220064863,-73.0,421.0,174.0,247.0,"To provide for the award of a gold medal on behalf of Congress to Arnold Palmer in recognition of his service to the Nation in promoting excellence and good sportsmanship in golf, On Motion to Suspend the Rules and Pass"
Passed,-0.031083828397194407,-0.019015559661343627,-73.0,425.0,176.0,249.0,"Commending the University of Connecticut Huskies for their historic win in the 2009 National Collegiate Athletic Association Division I Women’s Basketball Tournament, On Motion to Suspend the Rules and Agree"
Passed,-0.016600711768441745,0.0361163590842144,-388.0,42.0,-173.0,215.0,"Waiving a requirement of clause 6(a) of Rule XIII with respect to consideration of certain resolutions reports from the Committee on Rules, On Agreeing to the Resolution"
Agreed to,-0.018207061638860732,0.035666816164531885,-407.0,61.0,-173.0,234.0,", On Agreeing to the Amendment"
Passed,-0.01715684262362627,0.035866154340874735,-397.0,49.0,-174.0,223.0,"Providing for consideration of the conference report to accompany the concurrent resolution (S.Con.Res. 13), the Congressional Budget for fiscal year 2010, On Agreeing to the Resolution"
Passed,-0.030821662887705534,-0.018594132805980244,-74.0,420.0,173.0,247.0,"Brian K. Schramm Post Office Building Designation, On Motion to Suspend the Rules and Pass"
Passed,-0.016490570109869814,0.036615290403868614,-392.0,40.0,-176.0,216.0,"Congressional Budget for Fiscal Year 2010, On Agreeing to the Conference Report"
Passed,-0.03083037829056684,-0.018068894245111676,-78.0,416.0,169.0,247.0,"Supporting the goals and ideals of Financial Literacy Month 2009, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.03092127952911741,-0.018744646681397355,-74.0,422.0,174.0,248.0,"National Crime Victims’ Rights Week, On Motion to Suspend the Rules and Agree"
Passed,-0.01747100500988119,0.035741394942869605,-399.0,53.0,-173.0,226.0,"Providing for consideration of H.R. 1913, to provide Federal assistance to States, local jurisdictions, and Indian tribes to prosecute hate crimes, On Ordering the Previous Question"
Passed,-0.016842337417638697,0.036324955359471854,-394.0,44.0,-175.0,219.0,"Providing for consideration of H.R. 1913, to provide Federal assistance to States, local jurisdictions, and Indian tribes to prosecute hate crimes, On Agreeing to the Resolution"
Passed,-0.029683855966588395,-0.012079202905341795,-114.0,378.0,132.0,246.0,"Family Self-Sufficiency Act of 2009, On Motion to Suspend the Rules and Pass"
Failed,0.016023608039399433,-0.03135889382050822,344.0,-56.0,144.0,-200.0,"Local Law Enforcement Hate Crimes Prevention Act, On Motion to Recommit with Instructions"
Passed,-0.018035377812611837,0.031072037716821578,-354.0,74.0,-140.0,214.0,"Local Law Enforcement Hate Crimes Prevention Act, On Passage"
Passed,-0.019384794976239662,0.035566990058523665,-422.0,74.0,-174.0,248.0,"Providing for further consideration of the bill (H.R. 627) to amend the Truth in Lending Act to establish fair and transparent practices relating to the extension of credit under an open end consumer credit plan, and for other purposes, On Agreeing to the Resolution"
Agreed to,-0.0184137055637781,0.021528072234040636,-283.0,117.0,-83.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.020125310254092088,0.023125297146047313,-310.0,130.0,-90.0,220.0,", On Agreeing to the Amendment"
Failed,0.020207954037468837,-0.031575766159559614,385.0,-99.0,143.0,-242.0,"Credit Cardholders’ Bill of Rights Act of 2009, On Motion to Recommit with Instructions"
Passed,-0.02783788566889322,0.003982232045896098,-216.0,288.0,36.0,252.0,"Credit Cardholders’ Bill of Rights Act of 2009, On Passage"
Passed,-0.0288442473152956,-0.018337360074473976,-63.0,395.0,166.0,229.0,"Recognizing the historical significance of the Mexican holiday of Cinco de Mayo, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.028861607183659592,-0.018136509768229503,-64.0,394.0,165.0,229.0,"Recognizing the 61st anniversary of the Independence of the State of Israel, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.030889646130180796,-0.018379623147500326,-77.0,419.0,171.0,248.0,"Expressing the sense of the House of Representatives that public servants should be commended for their dedication and continued service to the Nation during Public Service Recognition Week, May 4 through 10, 2009, and throughout the year, On Motion to Suspend the Rules and Agree"
Passed,-0.0310641706565514,-0.019012399191875435,-74.0,424.0,175.0,249.0,"Supporting the goals and ideals of National Community College Month, On Motion to Suspend the Rules and Agree"
Passed,-0.031080077971322246,-0.018946961050695522,-74.0,424.0,175.0,249.0,"Supporting the goals and ideals of Global Youth Service Days, On Motion to Suspend the Rules and Agree"
Passed,-0.031162838376164237,-0.01904027857680805,-74.0,426.0,176.0,250.0,"Supporting the goals and ideals of National Train Day, On Motion to Suspend the Rules and Agree"
Passed,-0.028422867686092024,-8.989869805563509e-05,-193.0,309.0,58.0,251.0,"Fraud Enforcement and Recovery Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.030858206378205154,-0.019164865520531985,-71.0,423.0,176.0,247.0,"Congratulating the University of North Carolina men’s basketball team for winning the 2009 NCAA Division I Men’s Basketball National Championship, On Motion to Suspend the Rules and Agree"
Passed,-0.019200619504659545,0.03532185867087953,-419.0,73.0,-173.0,246.0,"Providing for further consideration of H.R. 1728, Mortgage Reform and Anti-Predatory Lending Act, On Agreeing to the Resolution"
Agreed to,-0.01841332833245781,0.03552898575760651,-408.0,64.0,-172.0,236.0,", On Agreeing to the Amendment"
Failed,0.01887677908919955,-0.03378511872791233,398.0,-76.0,161.0,-237.0,", On Agreeing to the Amendment"
Failed,0.019785387854132516,-0.032872512607145334,393.0,-87.0,153.0,-240.0,", On Agreeing to the Amendment"
Failed,0.019542941437920895,-0.03450499292056932,409.0,-79.0,165.0,-244.0,", On Agreeing to the Amendment"
Passed,-0.023538740273997938,0.01737903347410984,-288.0,186.0,-51.0,237.0,"Mortgage Reform and Anti-Predatory Lending Act, On Passage"
Passed,-0.01394807953384668,0.031487186298629816,-331.0,33.0,-149.0,182.0,"Raising a Question of the Privileges of the House, On Motion to Table"
Passed,-0.030048665115541696,-0.018290560551913023,-73.0,409.0,168.0,241.0,"Supporting the goals and ideals of “IEEE Engineering the Future” Day on May 13, 2009, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.016548617125046867,-0.023334321579341833,55.0,275.0,165.0,110.0,"Recognizing the 30th anniversary of the election of Margaret Thatcher as the first female Prime Minister of Great Britain, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.019267626585397452,0.03559611358213224,-417.0,73.0,-172.0,245.0,"Providing for consideration of H.R. 2187, the 21st Century Green High-Performing Public School Facilities Act, On Agreeing to the Resolution"
Passed,-0.031030732297095808,-0.018537078156043742,-77.0,421.0,172.0,249.0,"Supporting the goals and objectives of a National Military Appreciation Month, On Motion to Suspend the Rules and Agree"
Passed,-0.03096379310296887,-0.018308521403622383,-78.0,420.0,171.0,249.0,"Herbert A Littleton Postal Station, On Motion to Suspend the Rules and Pass"
Agreed to,-0.020595964447527728,0.030855463131887646,-382.0,104.0,-139.0,243.0,", On Agreeing to the Amendment"
Agreed to,-0.030939334585828936,-0.01908929271945499,-72.0,424.0,176.0,248.0,", On Agreeing to the Amendment"
Agreed to,-0.030867768108284403,-0.016944100277375085,-86.0,412.0,163.0,249.0,", On Agreeing to the Amendment"
Passed,-0.03135421587905291,-0.01910486741097099,-75.0,429.0,177.0,252.0,"Providing for passage of H.R. 2101, On Motion to Suspend the Rules and Agree"
Passed,-0.030957850669772694,-0.019124791141010934,-72.0,424.0,176.0,248.0,"Congratulating the American Dental Association for its 150th year of working to improve the public’s oral health and promoting dentistry, On Motion to Suspend the Rules and Agree"
Passed,-0.028463565764473668,-0.020026439584922943,-50.0,398.0,174.0,224.0,"To improve the organization and procedures of the Department of Defense for the acquisition of major weapon systems, and for other purposes, Authorizing Conferees to Close Meetings"
